Key,Localized_vn,Localized_en,Localized_indo
fishing_house_name,Bến tàu cá,Submarine dock,Dermaga
fishing_dock_boat_name,"Lưới bắt tôm, cá","Fish, shrimp net",Kapal nelayan
text_title_upgrade_expand_boat,MỞ RỘNG TÀU THUYỀN,EXPAND DOCK,Perluas Dermaga
text_error_no_lobster_machine,Bạn chưa có máy hấp tôm.\n Hãy vào cửa hàng mua máy đã nhé!,You do not have lobster machine yet.\n Please purchase one at the shop!,Kamu belum memiliki Lobster Sauna.\n Silahkan beli di Shop terlebih dahulu!
text_error_full_lobster_machine,Máy hấp tôm đã dầy rùi !,Lobster machine is full!,Lobster Sauna penuh!
text_error_full_lobster_machine_upgrade,Máy hấp tôm đã đầy rùi.\n Hãy nâng cấp máy hấp tôm lên nha, Lobster machine is full.\n Please consider upgrade it,Lobster Sauna penuh.\n Silahkan upgrade terlebih dahulu
text_error_not_built_done_lobster_machine,Máy hấp tôm chưa xây xong !,Lobster machine is being built !,Lobster Sauna sedang dibangun!
text_confirm_upgrade_lobster_pool,Bạn muốn nâng câp máy hấp tôm ?,Do you want to build a lobster machine ?,Apakah kamu ingin mengupgrade Lobster Sauna?
text_error_max_level_lobster_pool,Máy hấp tôm đã đạt cấp cao nhất rùi !,Lobster machine is upgraded max !,Lobster Sauna telah diupgrade hingga maksimal!
text_unlock_dock_fishing,"Bến cảng tàu cá thực hiện đánh bắt tôm, cá,\n được mở tại cấp","Submarine dock performs fishing,\n unlock at level","Memancing di dermaga,\n terbuka pada level"
text_guide_dock_fishing,Hãy chạm vào tàu cá để đánh bắt tôm cá nha bạn !,Touch the submarine to start fishsing!,Pilih dermaga untuk memulai memancing!
text_error_not_unlock_dock_fishing,Hãy sửa chữa bến cảng tàu cá trước bạn nhé !,Please repair the submarine dock first!,Belum mencapai level yang dibutuhkan untuk memancing!
text_error_not_enought_money_upgade_lobster,Bạn không đủ tiền để nâng cấp máy hấp tôm!,Not enough gold to repair submarine dock!,Tidak cukup Gold untuk mengupgrade Lobster Sauna!
text_guide_pay_atm,Tỉ lệ qui đổi:\n %RUBI% VND = 1 Rubi,Exchange rate:\n %RUBI% VND = 1 Rubi,Kurs:\n %Ruby%Rp = 1 Ruby
text_btn_pay_atm,Nạp tiền,Top up,Top-up
text_label_level,Cấp:,Level:,Level:
text_warning_dealing_payment_later,Tạm thời chưa giao dịch được.\n Bạn hãy thử lại lần sau nhé,Service is temporily unavailable.\n Please try again,Layanan sementara ini tidak tersedia.\n Silahkan coba lagi
text_warning_dealing_type_payment_later,Tạm thời chưa giao dịch được.\n Bạn hãy thử lại bằng kênh khác nhé, Service is temporily unavailable.\n Please try different methods,Layanan sementara ini tidak tersedia.\n Silahkan coba metode lain
text_warning_harvest_lobster_wait_1,Đợi tôm chín đã bạn nhé,Please wait for the lobster to be ready,Silahkan menunggu hingga Lobster siap
text_warning_harvest_lobster_wait_2,Thả lưới bắt tôm trước đã bạn nhé,Please spin the lobster net first,Harap memutar jaring Lobster terlebih dahulu
deco_spin_moto_do_name,Môtô đỏ,Red motorcycle,Sepeda Motor Merah
deco_spin_moto_do_detail_tab,,,
deco_spin_vespa_do_name,Vespa đỏ,Red Vespa,Vespa Merah
deco_spin_vespa_do_detail_tab,,,
deco_spin_moto_xanh_name,Môtô xanh,Blue Vespa,Sepeda Motor Biru
deco_spin_moto_xanh_detail_tab,,,
deco_cuu_jackson_name,Cừu Jackson,Jackson the Sheep,Jackson the Sheep
deco_cuu_jackson_detail_tab,,,
deco_spin_vespa_xanh_name,Vespa xanh,Blue Vespa,Vespa Biru
deco_spin_vespa_xanh_detail_tab,,,
deco_heo_et_name,Heo E.T,Alien the Pig,Alien the Pig
deco_heo_et_detail_tab,,,
deco_rao_xanh_ngoc_name,Rào xanh ngọc,Saphere fence,Pagar Sapphire
deco_rao_xanh_ngoc_detail_tab,,,
deco_gach_vang_name,Gạch vàng,Golden brick,Bata Emas
deco_gach_vang_detail_tab,,,
deco_hang_rao_sat_name,Hàng rào sắt,Iron fence,Pagar Besi
deco_hang_rao_sat_detail_tab,,,
deco_hang_rao_hong_name,Hàng rào hồng,Pink fence,Pagar Pink
deco_hang_rao_hong_detail_tab,,,
deco_tuong_vang_name,Tường vàng 9999,9999 Golden wall,Tembok Emas
deco_tuong_vang_detail_tab,,,
deco_gach_xanh_name,Gạch Xanh,Blue brick,Bata Biru
deco_gach_xanh_detail_tab,,,
deco_san_go_name,Gạch Xanh,Blue brick,Pagar Kayu
deco_san_go_detail_tab,Sàn gỗ,,
title_purchasing_issue,Nạp Tiền,Payment,Pembayaran
title_connection_issue,Kết Nối,Connectivity,Konektivitas
title_lost_farm,Mất Tài Khoản,Lost account,Kehilangan Akun
title_report_problem,Báo lỗi,Bugs,Bug
title_feedback,Góp ý,Suggestions,Saran
title_achivement,THÀNH TỰU,ACHIEVEMENTS,PRESTASI
achivement_title_0,Beep Beep!,Beep Beep!,Bip Bip
achivement_title_1,Tiểu thương,Small business,Small Business
achivement_title_2,Cha-Ching,Cha-Ching,Cha-ching
achivement_title_3,Thương nhân,Business man,Businessman
achivement_title_4,Đại gia trứng,Egg master,Egg Master
achivement_title_5,Đại gia sữa,Milk master,Milk Master
achivement_title_6,Đại gia thịt heo,Bacon master,Bacon Master
achivement_title_7,Thợ xén lông cừu,Wool master,Wool Master
achivement_title_8,Đại gia sữa dê,Goat milk master,Goat Milk Master
achivement_title_9,Nông dân tài ba,Pro Farmer,Farmer Professional
achivement_title_10,Người vận chuyển,The transporter,The Transporter
achivement_title_11,Chăn nuôi tài ba,Master of the animals,Master of the Animals
achivement_title_12,Thuyền trưởng,ACE !,ACE!
achivement_title_13,Người bán hàng,The saleman,The Saleman
achivement_title_14,Trang trại thời đại,The modern farm,Modern Farm
achivement_title_15,Trang trại trong mơ,The dream farm,Dream Farm
achivement_title_16,Chủ vựa trái cây,Fruit master,Fruit Master
achivement_title_17,Mâm xôi & Phúc bồn tử,Berries master,Berries Master
achivement_title_18,Thợ đào vàng,The Miner,The Miner
achivement_title_19,Nhà giả kim thuật,The Alchemist,The Alchemist
achivement_title_20,Bạn thân,Best friend,Best Friend
achivement_title_21,Chăm sóc,The Carer,The Career
achivement_title_22,Tạo dựng quan hệ,The Social,The Social
achivement_title_23,Địa chỉ,Address,Address
achivement_title_24,Đánh cược,The Gambler,The Gambler
achivement_title_25,Thợ săn điểm,The Achiever,The Archiever
achivement_title_26,Thần rừng,The Tree master,The Tree Master
achivement_text_0,Hoàn thành @@ đơn hàng,Complete @@ order,Menyelesaikan @@ pesanan
achivement_text_1,Bán hàng cho khách ghé qua @@ lần,Complete sale for customers @@ times,Menjual ke konsumen @@ kali
achivement_text_2,Kiếm được @@ tiền vàng từ việc bán hàng tại quầy hàng cá nhân,Earn @@ gold from roadside shop,Memperoleh @@ gold dari toko di tepi jalan
achivement_text_3,Kiếm được @@ tiền vàng từ việc đóng hàng vào thùng hàng trên tàu,Earn @@ gold from complete plane orders,Memperoleh @@ gold dari pesanan pesawat
achivement_text_4,Thu hoạch @@ trứng,Pickup @@ eggs,Mengambil @@ telur
achivement_text_5,Thu hoạch @@ bình sữa bò,Collect @@ milk bottles,Mengumpulkan @@ botol susu
achivement_text_6,Thu hoạch @@ thịt ba chỉ,Collect @@ bacons,Mengumpulkan @@ daging
achivement_text_7,Thu hoạch lông cừu @@ lần,Collect wool @@ times,Mengumpulkan wol @@ kali
achivement_text_8,Thu hoạch @@ bình sữa dê,Collect @@ goat milk bottles,Mengumpulkan @@ botol susu kambing
achivement_text_9,Thu hoạch @@ ô ruộng trong @TIME phút,Collect @@ farm slots in @TIME minutes,Memanen @@ lahan dalam @TIME menit
achivement_text_10,Hoàn thành @@ giao hàng trong @TIME phút,Complete @@ order in @TIME minutes,Menyelesaikan @@ pesanan dalam @TIME menit
achivement_text_11,Thu hoạch @@ nông sản từ vật nuôi trong @TIME phút,Collect @@ items from animals in @TIME minutes,Mengumpulkan @@ item dari ternak dalam @TIME menit
achivement_text_12,Hoàn thành liên tiếp @@ đơn hàng của tàu thủy,Complete continuosly @@ Plane order,Menyelesaikan @@ pesanan pesawat secara berturut-turut
achivement_text_13,Đặt quảng cáo trên báo @@ lần,Place advertisement @@ times,Memasang iklan @@ kali
achivement_text_14,Xây dựng đủ @@ máy sản xuất,Build at least @@ production machine,Membangun setidaknya @@ mesin produksi
achivement_text_15,Trang trí nông trại của BẠN bằng @@ tiền vàng,Decorate you farm with items worth @@ gold,Dekorasi Farm kamu dengan item senilai @@ gold
achivement_text_16,Thu hoạch @@ trái cây,Pick up @@ fruits,Mengambil @@ buah-buahan
achivement_text_17,Thu hoạch @@ mâm xôi và phúc bồn tử,Pick up @@ raspberry and blackberry,Mengambil @@ Raspberry dan Blackberry
achivement_text_18,Khai thác @@ vàng vụn,Pick up @@ Gold ore,Mengambil @@ Gold Ore
achivement_text_19,Sản xuất @@ thỏi kim loại,Produce @@ metal bar,Memproduksi @@ Metal Bar
achivement_text_20,Mua @@ vật cảnh,Purchase @@ decoration,Membeli @@ dekorasi
achivement_text_21,Cho vật cảnh của BẠN ăn @@ lần,Feed your pet @@ times,Memberi makan peliharaanmu @@ kali
achivement_text_22,Giúp bạn bè đóng hàng vào thùng trong những đơn đặt hàng tàu thủy @@ lần,Help your friends with their Plane orders @@ times,Menolong teman kamu dengan Pesanan Pesawat @@ kali
achivement_text_23,Mở rộng trang trại của BẠN @@ lần,Expand your farm @@ times,Memperluas Farm kamu @@ kali
achivement_text_24,Quay bánh xe may mắn trong ngày @@ lần,Roll lucky spin @@ times,Memutar Lucky Spin @@ kali
achivement_text_25,"Đạt @@ điểm trên bảng điểm ""Thuyền trưởng","Đạt @@ điểm trên bảng điểm ""Thuyền trưởng",Memperoleh @@ poin di papan skor
achivement_text_26,Hồi sinh @@ cây xanh,Hồi sinh @@ cây xanh,Menghidupkan @@ pohon hijau
text_unlock_guild,Thương hội được mở tại cấp @,Merchant Guild can be opened at level @,Merchant Guild bisa dibuka pada level @
text_not_enough_money_repair_guild,Bạn không đủ tiền sửa chữa nhà thương hội,Not enough gold to repair Merchant Guild,Tidak cukup Gold untuk memperbaiki Merchant Guild
text_confirm_money_do_repair_guild,Bạn muốn sửa chữa nhà thương hội,Do you want to repair Merchant Guild?,Apakah kamu ingin memperbaiki Merchant Guild?
text_create_new_guild,Lập hội mới,Create new Guild,Membuat Guild baru
text_name_guild,Tên hội:,Guild name:,Nama Guild :
text_logo_guild,Cờ hội:,Guild flag:,Bendera Guild :
text_level_require_member,Cấp độ hội viên:,Min require level:,Minimal level :
text_btn_choose_logo_guild,Chọn,Choose,Ganti
text_btn_create_guild,Lập hội,Create Guild,Buat Guild
text_member_guild,Hội viên:,Guild Members:,Anggota Guild :
text_btn_join_guild,Gia nhập,Join,Bergabung
text_btn_back_guild,Quay lại,Back,Kembali
text_btn_go_out_guild,Rời nhóm,Leave Guild,Keluar dari Guild
text_btn_choose_logo_guild,Chọn,Choose,Ganti
text_not_enought_money_create_guild,Bạn không đủ tiền tạo thương hội,Not enough gold to create Merchant Guild,Tidak cukup Gold untuk membuat Merchant Guild
text_info_sucess_create_guild,Bạn vừa tạo thương Hội thành công,Merchant Guild created successfully!,Berhasil membuat Merchant Guild!
guild_house_name,Nhà thương hội,Merchant Guild Headquarter,Markas Merchant Guild
text_role_guild_1,Hội trưởng,Grandmaster,Grandmaster
text_role_guild_3,Hội phó,Master,Master
text_role_guild_2,Hội viên,Merchant,Merchant
text_confirm_leave_guild,"Bạn muốn rời khỏi thương hội phải không?\n Sau khi rời khỏi, 5 phút sau bạn mới có thể tiếp tục tham gia vào thương hội khác.","Do you want to leave the Merchant Guild ?\n If left, it will takes another 5 mins  before you can join other Merchant Guild.","Apakah kamu ingin meninggalkan Merchant Guild?\n Jika kamu keluar, maka harus menunggu 5 menit untuk bisa bergabung dengan Merchant Guild lain."
text_action_delay_guild,Còn @ hoạt động mới được bắt đầu,There are @ mins left to join another Guild,Tersisa @ menit untuk bisa bergabung dengan Merchant Guild lain
text_info_role_boss_guild,Bạn vừa được chuyển quyền làm hội trưởng thương hội,You have just been granted the seat of Grandmaster,Kamu baru saja diberikan jabatan Grandmaster
text_require_level_guild,Yêu cầu cấp:,Require Level:,Membutuhkan level :
text_request_join_guild,Đã gửi đăng kí gia nhập thương hội @,Request to join Merchant Guild sent @,Permintaan untuk bergabung dengan Merchant Guild telah dikirimkan @
text_full_join_guild,"Thương hội này đã đủ người, bạn hãy tìm thương hội khác nhé.","Merchant Guild is full, please try to join another Guild.","Merchant Guild penuh, silahkan mencoba bergabung dengan Merchant Guild lain."
text_not_level_join_guild,"Cấp độ của bạn không đủ để gia nhập thương hội, cần đạt cấp độ @ để gia nhập","Farm level does not meet this Merchant Guild requirement, the require level is @ to join.","Level Farm tidak memenuhi persyaratan Merchant Guild, dibutuhkan level @ untuk bergabung."
text_require_join_guild,Xin vào hội,Request to join Guild,Permintaan untuk bergabung dengan Merchant Guild
text_intro_guild_none,"Chưa có thương hội nào, bạn hãy tạo thương hội mới nhé.",There is no Merchant Guild yet ! Create one ?,Saat ini belum ada Merchant Guild! Apakah kamu ingin membuatnya?
text_title_gui_guild,HỘI NHÓM THƯƠNG HỘI,MERCHANT GUI,Merchant Guild
text_info_none_request_join_guild,Chưa có thư mới.,There is no new mail,Tidak ada pesan baru
text_info_accecpt_join_guild,Chúc mừng bạn được vào thương hội @,You are welcomed to join the Merchant Guild,Kamu diizinkan bergabung dengan Merchant Guild
text_error_not_exist_guild,Thương hội không tồn tại,Merchant Guild does not exist,Merchant Guild tidak ada
text_error_mem_had_in_guild,Hội viên đã ở trong thương hội khác rùi,Merchant joined other Merchant Guild,Merchant telah bergabung dengan Merchant Guild lain
text_error_full_mem_guild,"Thương hội đã tối đa hội viên, hãy chọn thương hội khác","Merchant Guild is full, please try to join another Guild.","Merchant Guild penuh, silahkan mencoba bergabung dengan Merchant Guild lain."
text_disable_double_rubi,Nhấn 2 lần dùng ruby,Double Tap Ruby confirmation,Konfirmasi tekan dua kali untuk menggunakan Ruby
text_enable_double_rubi,Nhấn 1 lần dùng ruby,Single Tap use Ruby,Tekan satu kali untuk menggunakan Ruby
text_max_num_sell_shop_guild,Bạn chỉ được bán tối đa 3 đơn hàng,The maximum basket is three,Jumlah maksimal keranjang adalah tiga
text_error_buy_other_guild,Hàng đã được mua bởi hội viên khác rùi.,Item bought by other merchant member.,Item dibeli oleh anggota Merchant lain.
text_error_sell_slot_orther_guild,Hàng đã được đăng tại ô này rùi.\n Bạn đăng ở ô khác nhé.,This basket has already been taken.\n Please try others.,Keranjang ini sudah diambil.\n Silahkan mencoba yang lain.
text_error_exprire_order_guild,Đơn hàng đã hết hạn,This sale is expired,Penjualan ini telah berakhir
text_disconnect_chat_server,Không kết nối được với hệ thống tin nhắn.,Chat server not responding.,Server chat tidak memberikan respon.
text_not_had_in_guild,Bạn chưa tham gia vào thương hội.,You have not join any Merchant Guild yet.,Kamu belum bergabung dengan Merchant Guild.
text_btn_kick_member_guild,Trục xuất,Kick,Keluarkan
text_btn_visit_member_guild,Thăm,Visit,Kunjungi
text_connect_success_server_chat,Kết nối thành công,Chat server connect success,Server chat terhubung dengan sukses
text_intro_guild_shop,Hãy tham gia vào thương hội để được trao đổi vật phẩm bạn nhé,Please join a Merchant Guild to start trading,Silahkan bergabung dengan Merchant Guild untuk memulai transaksi
text_btn_close_text_info,Đóng,Close,Tutup
text_confirm_kick_out_mem_guild,Hội chủ muốn trục xuất thành viên @ ra khỏi thương hội?,Grandmaster wants to expel this merchant out of the Guild ?,Grandmaster ingin mengeluarkan Merchant ini dari Guild?
text_info_to_mem_kick_out_guild,Bạn vừa bị Hội chủ trục xuất khỏi thương hội.,You have just been expelled out of the Guild,Kamu baru saja dikeluarkan dari Merchant Guild.
text_name_server_chat,Hệ thống,System,Sistem
text_time_ago,trước,ago,lalu
text_error_trading_guild,Lỗi giao dịch,Trading error encountered,Kesalahan transaksi terjadi
text_notify_mem_go_out_guild,Hội viên @ vừa rời khỏi thương hội,Merchant @ just left the Merchant Guild,Merchant @ baru saja meninggalkan Merchant Guild
text_notify_mem_kick_guild,Hội chủ đã trục xuất hội viên @ ra khỏi thương hội,Grand Master just expelled merchant @ out of the Merchant Guild,Grand Master baru saja mengeluarkan Merchant @ dari Merchant Guild
text_notify_new_mem_guild,Chào mừng @ đã tham gia thương hội,Welcome merchant @ joined the Merchant Guild,Selamat datang! Merchant @ bergabung dengan Merchant Guild
text_notif_product_exprire_sell_guild,Vật phẩm @ vừa hết thời gian rao bán trong cửa hàng thương hội.,Item @ sale time expired.,Waktu penjualan item @ berakhir.
text_not_enough_gold_edit_info_guild,Bạn không đủ tiền để cập nhập thương hội,Not enough gold to update the Guild info,Tidak cukup Gold untuk mengupdate info Guild
text_edit_info_guild_success,Bạn đã cập nhập thương hội thành công.,Guild info updated successfully.,Info Guild berhasil diupdate.
text_btn_edit_info_guild,Cập nhập,Update,Update
text_warning_not_change_info_guild,Bạn chưa thay đổi thông tin hội,Guild info have not been updated,Info Guild belum diupdate.
text_not_accept_join_guild,Thương hội @ đã từ chối đăng ký gia nhập của bạn,Merchant Guild @ declined your request,Merchant Guild @ menolak permintaan kamu
text_warning_sell_shop_guild,Sản phẩm sẽ bị xóa sau @ nếu không được mua.,Goods will be cleared in @ if unbought.,Barang akan dibersihkan dalam @ apabila tidak terjual.
text_title_giftcode,GIFT CODE,GIFTCODE,Gift Code
text_enter_giftcode,Nhập Gift Code,Enter Giftcode,Masukkan Gift Code
text_info_giftcode_not_exist,"Gift code không hợp lệ, vui lòng kiểm tra lại",Giftcode doesn't exist,Gift Code tidak terdaftar
text_info_giftcode_wrong_level,Gift code này không dành cho level của bạn,Your level does not match this giftcode requirement.,Gift Code ini tidak sesuai dengan level kamu
text_info_giftcode_expired,Gift code đã hết hạn,Giftcode expired,Gift Code telah kadaluarsa
text_info_giftcode_has_used,Gift code này đã được sử dụng,This giftcode has been used,Gift Code ini telah digunakan sebelumnya
text_info_giftcode_fan_page,Fan Page,Fan Page,Fan Page
text_warning_full_member_request_guild,"Thương hội hiện tại đã quá số lượng người xin gia nhập,\n bạn hãy chọn hội khác nhé!"
cay_co_name,Cây cọ,Grass tree,Alang-alang
cay_co_detail_tab,,,
cay_dua_name,Cây dừa,Coconut tree,Pohon Kelapa
cay_dua_detail_tab,,,
van_hoa_name,Ván hoa,Flower plank,Papan Bunga
van_hoa_detail_tab,,,
van_soc_name,Ván sọc,Zebra plank,Zebra Cross
van_soc_detail_tab,,,
deco_ban_ghe_he_name,Bàn ghế hè,Summer chairs,Kursi Musim Panas
deco_ban_ghe_he_detail_tab,,,
chai_thu_name,Chai thư,Letter Bottle,Botol Surat
chai_thu_detail_tab,,,
be_boi_mini_name,Bể bơi mini,Mini pool,Kolam Kecil
be_boi_mini_detail_tab,,,
deco_be_boi_mua_he_name,Bể bơi mùa hè,Summer pool,Kolam Musim Panas
deco_be_boi_mua_he_detail_tab,,,
lau_dai_cat_name,Lâu đài cát,Sand castle,Istana Pasir
lau_dai_cat_detail_tab,,,
bong_sao_bien_name,Bóng sao biển,Starfish ball,Bola Bintang Laut
bong_sao_bien_detail_tab,,,
bong_muc_name,Bóng mực,Squid ball,Bola Gurita
bong_muc_detail_tab,,,
bong_ca_name,Bóng cá,Fish ball,Bola Ikan
bong_ca_detail_tab,,,
deco_vua_thuy_te_name,Vua thủy tề,Poisedon,Poseidon
deco_vua_thuy_te_detail_tab,,,
deco_nang_tien_ca_name,Nàng tiên cá,Mermaid,Putri Duyung
deco_nang_tien_ca_detail_tab,,,
deco_hang_rao_tim_name,Hàng rào tím,Pink fence,Pagar Pink
deco_hang_rao_tim_detail_tab,,,
text_btn_promote_apps,Chơi thử,Try now !,Download
title_gui_shop,CỬA HÀNG,SHOP,Shop
text_put_on_shop,ĐẶT LÊN QUẦY,Put on Shop,Masukkan ke Shop
text_get_reward,Nhận thưởng,Get Reward,Ambil Hadiah
text_intro_change_farm_name,Hãy chọn một cái tên thật ấn tượng cho Nông trại của mình!,Please pick a beautiful name for your farm !,Silahkan gunakan nama yang menarik untuk Farm kamu!
title_gui_change_farm_name,CHỌN TÊN NÔNG TRẠI,Pick a Name,Namai Farm Kamu
title_gui_sell_off,Khuyến mãi đặc biệt,Special Offer,Special Offer
text_btn_now_pay,Nạp ngay,Buy now !,Buy now !
text_btn_now_buy,Mua ngay
text_detail_gui_sell_off,Chúc mừng bạn nhận được cơ hội tham gia\n chương trình khuyến mãi đặc biệt,Congratulation ! You received a special offer program !,Congratulation ! You received a special offer program !
text_detail_promo_gold,Chương trình khuyến mại nạp vàng.,Gold special offer !,Gold special offer !
text_detail_promo_rubi,Chương trình khuyến mại nạp ruby.,Ruby special offer !,Ruby special offer !
text_detail_promo_rubi_gold,Chương trình khuyến mại nạp ruby và vàng.,Huge special offer !,Huge special offer !
title_spin_help_gift,QUAY SỐ,Lucky Spin,Lucky Spin
text_spin_help_gift,QUAY,Spin,Spin
text_stop_help_gift,DỪNG,Stop,Stop
text_need_level_unlock_help_gift,Quay số được mở ở level 19!,Open at level 19!,Open at level 19!
text_warning_out_of_point_spin,"Bạn không có đủ mặt cười, \n hãy sang giúp đỡ tàu bạn để kiếm thêm nhé.","Not enough smileys to spin,\n help your friends to get more !","Not enough smileys to spin,\n help your friends to get more !"
text_warning_not_enought_level,Bạn chưa đủ cấp độ để mua.,Require higher farm level.,Require higher farm level.
text_reloading_avatar,Cập nhập avatar
title_setting_table,Bảng cài đặt
mail_header_purchasing_issue,[Farmery] Nạp Tiền,[Farmery] Payment,[Farmery] Payment
mail_header_connection_issue,[Farmery] Kết Nối,[Farmery] Connectivity,[Farmery] Connectivity
mail_header_lost_farm,[Farmery] Mất Tài Khoản,[Farmery] Lost Account,[Farmery] Lost Account
mail_header_report_problem,[Farmery] Báo lỗi,[Farmery] Bugs report,[Farmery] Bugs report
mail_header_feedback,[Farmery] Góp ý,[Farmery] Suggestions,[Farmery] Suggestions
mail_content_common,Mô tả:,Descriptions:,Descriptions:
mail_content_lost_farm, Xin cung cấp thông tin:/n Tên game bị mất: -\n Cấp độ: -\n Địa chỉ facebook: -\n\n\n, Please provide information:/n Lost farm name: -\n Cấp độ: -\n Facebook address: -\n\n\n,Please provide information:/n Lost farm name: -\n Cấp độ: -\n Facebook address: -\n\n\n
mail_content_info,\n\n -----DO NOT DELETE!-----\nGame: @GAME@\nVersion code: @VERSION_CODE@\nPlayerID: 4032\nFacebookId: @FB_ID@\nGameCenterId: @GAME_CENTER_ID@\nCategory: @CATEGORY@\nDevice Type: @DEVICE_TYPE@\nOS Version: @OS_VERSION@\nPlatform: @PLATFORM@\nAvailable Memory: @AVAIL_MEMORY@\n ------------------------,\n\n -----DO NOT DELETE!-----\nGame: @GAME@\nVersion code: @VERSION_CODE@\nPlayerID: 4032\nFacebookId: @FB_ID@\nGameCenterId: @GAME_CENTER_ID@\nCategory: @CATEGORY@\nDevice Type: @DEVICE_TYPE@\nOS Version: @OS_VERSION@\nPlatform: @PLATFORM@\nAvailable Memory: @AVAIL_MEMORY@\n ------------------------,"\n\n -----DO NOT DELETE!-----\nGame: @GAME@\nVersion code: @VERSION_CODE@\nPlayerID: 4032\nFacebookId: @FB_ID@\nGameCenterId: @GAME_CENTER_ID@\nCategory: @CATEGORY@\nDevice Type: @DEVICE_TYPE@\nOS Version: @OS_VERSION@\nPlatform: @PLATFORM@\nAvailable Memory: @AVAIL_MEMORY@\n ------------------------"";"
